Número de Ordem;Índice de Frequência;Quantidade de CNPJs Completos;CNAE;Vigencia
3.382,27;18,5042;1;80.11-1/01;2025
3.385,31;18,9573;1;80.11-1/01;2025
3.388,35;19,0931;1;80.11-1/01;2025
3.391,39;19,2462;1;80.11-1/01;2025
3.394,43;19,3237;1;80.11-1/01;2025
3.397,48;19,4726;1;80.11-1/01;2025
3.400,52;19,6399;1;80.11-1/01;2025
3.403,56;19,6883;1;80.11-1/01;2025
3.406,60;19,884;1;80.11-1/01;2025
3.409,64;19,917;1;80.11-1/01;2025
3.412,68;20,185;1;80.11-1/01;2025
3.415,72;20,6363;1;80.11-1/01;2025
3.418,76;20,7075;1;80.11-1/01;2025
3.421,80;20,979;1;80.11-1/01;2025
3.424,84;21,025;1;80.11-1/01;2025
3.427,89;21,0342;1;80.11-1/01;2025
3.430,93;21,1082;1;80.11-1/01;2025
3.433,97;21,2014;1;80.11-1/01;2025
3.437,01;21,2389;1;80.11-1/01;2025
3.440,05;21,3144;1;80.11-1/01;2025
3.443,09;21,5827;1;80.11-1/01;2025
3.446,13;21,6022;1;80.11-1/01;2025
3.449,17;21,8281;1;80.11-1/01;2025
3.452,21;21,9378;1;80.11-1/01;2025
3.455,25;22,1351;1;80.11-1/01;2025
3.458,30;22,2017;2;80.11-1/01;2025
3.464,38;22,4719;1;80.11-1/01;2025
3.467,42;22,5141;1;80.11-1/01;2025
3.470,46;22,6095;1;80.11-1/01;2025
3.473,50;22,6202;1;80.11-1/01;2025
3.476,54;22,7058;1;80.11-1/01;2025
3.479,58;22,8354;1;80.11-1/01;2025
3.482,62;22,8862;1;80.11-1/01;2025
3.485,66;22,9446;1;80.11-1/01;2025
3.488,70;23,0769;1;80.11-1/01;2025
3.491,75;23,2108;1;80.11-1/01;2025
3.494,79;23,3236;1;80.11-1/01;2025
3.497,83;23,4146;3;80.11-1/01;2025
3.506,95;23,5703;1;80.11-1/01;2025
3.509,99;23,6686;1;80.11-1/01;2025
3.513,03;23,692;1;80.11-1/01;2025
3.516,07;24,1287;1;80.11-1/01;2025
3.519,11;24,1449;1;80.11-1/01;2025
3.522,16;24,3902;1;80.11-1/01;2025
3.525,20;24,565;1;80.11-1/01;2025
3.528,24;24,6407;1;80.11-1/01;2025
3.531,28;24,8447;2;80.11-1/01;2025
3.537,36;25;1;80.11-1/01;2025
3.540,40;25,1836;1;80.11-1/01;2025
3.543,44;25,2035;1;80.11-1/01;2025
3.546,48;25,3432;1;80.11-1/01;2025
3.549,52;25,7235;1;80.11-1/01;2025
3.552,57;25,7787;1;80.11-1/01;2025
3.555,61;25,8065;1;80.11-1/01;2025
3.558,65;25,96;1;80.11-1/01;2025
3.561,69;25,974;1;80.11-1/01;2025
3.564,73;26,0241;1;80.11-1/01;2025
3.567,77;26,2295;1;80.11-1/01;2025
3.570,81;26,3736;1;80.11-1/01;2025
3.573,85;26,4901;1;80.11-1/01;2025
3.576,89;26,7062;1;80.11-1/01;2025
3.579,93;26,8456;1;80.11-1/01;2025
3.582,98;27,2727;1;80.11-1/01;2025
3.586,02;27,5545;1;80.11-1/01;2025
3.589,06;27,618;1;80.11-1/01;2025
3.592,10;27,6976;1;80.11-1/01;2025
3.595,14;27,81;1;80.11-1/01;2025
3.598,18;27,907;2;80.11-1/01;2025
3.604,26;27,972;1;80.11-1/01;2025
3.607,30;28,4698;1;80.11-1/01;2025
3.610,34;29,0206;1;80.11-1/01;2025
3.613,39;29,0909;1;80.11-1/01;2025
3.616,43;29,1971;1;80.11-1/01;2025
3.619,47;29,3758;1;80.11-1/01;2025
3.622,51;29,6296;1;80.11-1/01;2025
3.625,55;30,3797;1;80.11-1/01;2025
3.628,59;30,4569;1;80.11-1/01;2025
3.631,63;30,6122;1;80.11-1/01;2025
3.634,67;30,6905;1;80.11-1/01;2025
3.637,71;31,3521;1;80.11-1/01;2025
3.640,75;31,3999;1;80.11-1/01;2025
3.643,80;32,0856;1;80.11-1/01;2025
3.646,84;32,1716;1;80.11-1/01;2025
3.649,88;32,3887;1;80.11-1/01;2025
3.652,92;33,0124;1;80.11-1/01;2025
3.655,96;35,5819;1;80.11-1/01;2025
3.659,00;35,8744;2;80.11-1/01;2025
3.665,08;36,0902;1;80.11-1/01;2025
3.668,12;36,2538;1;80.11-1/01;2025
3.671,16;36,4465;1;80.11-1/01;2025
3.674,20;36,6412;1;80.11-1/01;2025
3.677,25;36,8239;1;80.11-1/01;2025
3.680,29;36,9231;1;80.11-1/01;2025
3.683,33;37,037;1;80.11-1/01;2025
3.686,37;37,2382;1;80.11-1/01;2025
3.689,41;37,6176;3;80.11-1/01;2025
3.698,53;38,5852;1;80.11-1/01;2025
3.701,57;38,7097;1;80.11-1/01;2025
3.704,61;38,961;1;80.11-1/01;2025
3.707,66;39,0879;1;80.11-1/01;2025
3.710,70;40,747;2;80.11-1/01;2025
3.716,78;41,5945;1;80.11-1/01;2025
3.719,82;41,6667;1;80.11-1/01;2025
3.722,86;41,958;1;80.11-1/01;2025
3.725,90;42,1053;1;80.11-1/01;2025
3.728,94;42,5742;1;80.11-1/01;2025
3.731,98;42,6288;2;80.11-1/01;2025
3.738,07;42,7046;1;80.11-1/01;2025
3.741,11;43,088;1;80.11-1/01;2025
3.744,15;44,1989;1;80.11-1/01;2025
3.747,19;44,3623;1;80.11-1/01;2025
3.750,23;44,5269;1;80.11-1/01;2025
3.753,27;44,8598;1;80.11-1/01;2025
3.756,31;46,9667;1;80.11-1/01;2025
3.759,35;47,4308;1;80.11-1/01;2025
3.762,39;47,619;1;80.11-1/01;2025
3.765,43;47,8088;1;80.11-1/01;2025
3.768,48;48,4359;1;80.11-1/01;2025
3.771,52;49,7925;1;80.11-1/01;2025
3.774,56;50;2;80.11-1/01;2025
3.780,64;50,3145;1;80.11-1/01;2025
3.783,68;50,74;2;80.11-1/01;2025
3.789,76;51,6685;1;80.11-1/01;2025
3.792,80;51,7613;1;80.11-1/01;2025
3.795,84;51,8359;1;80.11-1/01;2025
3.798,89;52,0607;1;80.11-1/01;2025
3.801,93;52,1739;1;80.11-1/01;2025
3.804,97;53,4521;1;80.11-1/01;2025
3.808,01;54,5455;1;80.11-1/01;2025
3.811,05;54,6697;1;80.11-1/01;2025
3.814,09;55,814;1;80.11-1/01;2025
3.817,13;56,1404;1;80.11-1/01;2025
3.820,17;56,6412;1;80.11-1/01;2025
3.823,21;57,8313;1;80.11-1/01;2025
3.826,25;58,2524;1;80.11-1/01;2025
3.829,30;58,5366;1;80.11-1/01;2025
3.832,34;60,1504;1;80.11-1/01;2025
3.835,38;62,3377;1;80.11-1/01;2025
3.838,42;62,8272;1;80.11-1/01;2025
3.841,46;63,6605;1;80.11-1/01;2025
3.844,50;64;1;80.11-1/01;2025
3.847,54;65,2174;1;80.11-1/01;2025
3.850,58;67,6692;1;80.11-1/01;2025
3.853,62;68,1818;2;80.11-1/01;2025
3.859,70;68,9655;1;80.11-1/01;2025
3.862,75;69,1643;1;80.11-1/01;2025
3.865,79;71,6418;1;80.11-1/01;2025
3.868,83;74,3034;1;80.11-1/01;2025
3.871,87;76,6773;1;80.11-1/01;2025
3.874,91;78,9474;1;80.11-1/01;2025
3.877,95;81,9113;1;80.11-1/01;2025
3.880,99;82,1918;1;80.11-1/01;2025
3.884,03;82,7586;1;80.11-1/01;2025
3.887,07;83,045;1;80.11-1/01;2025
3.890,11;87,9121;1;80.11-1/01;2025
3.893,16;89,5522;1;80.11-1/01;2025
3.896,20;89,8876;1;80.11-1/01;2025
3.899,24;93,0233;1;80.11-1/01;2025
3.902,28;93,75;1;80.11-1/01;2025
3.905,32;94,1176;1;80.11-1/01;2025
3.908,36;95,2381;1;80.11-1/01;2025
3.911,40;100;1;80.11-1/01;2025
3.914,44;100,4184;1;80.11-1/01;2025
3.917,48;102,5641;2;80.11-1/01;2025
3.923,57;103,0043;1;80.11-1/01;2025
3.926,61;105,2632;1;80.11-1/01;2025
3.929,65;106,1947;1;80.11-1/01;2025
3.932,69;106,6667;1;80.11-1/01;2025
3.935,73;107,1429;1;80.11-1/01;2025
3.938,77;110,0917;1;80.11-1/01;2025
3.941,81;113,7441;1;80.11-1/01;2025
3.944,85;115,3846;2;80.11-1/01;2025
3.950,93;125;1;80.11-1/01;2025
3.953,98;126,9841;1;80.11-1/01;2025
3.957,02;127,6596;1;80.11-1/01;2025
3.960,06;142,8571;1;80.11-1/01;2025
3.963,10;146,3415;1;80.11-1/01;2025
3.966,14;155,8442;1;80.11-1/01;2025
3.969,18;173,913;1;80.11-1/01;2025
3.972,22;176,4706;1;80.11-1/01;2025
3.975,26;177,7778;1;80.11-1/01;2025
3.978,30;183,2061;1;80.11-1/01;2025
3.981,34;187,9896;1;80.11-1/01;2025
3.984,39;195,122;1;80.11-1/01;2025
3.987,43;196,7213;1;80.11-1/01;2025
3.990,47;198,3471;1;80.11-1/01;2025
3.993,51;212,3894;1;80.11-1/01;2025
3.996,55;216,2162;1;80.11-1/01;2025
3.999,59;244,898;1;80.11-1/01;2025
4.002,63;250;1;80.11-1/01;2025
4.005,67;269,6629;1;80.11-1/01;2025
4.008,71;285,7143;1;80.11-1/01;2025
4.011,75;303,7975;1;80.11-1/01;2025
4.014,80;328,7671;1;80.11-1/01;2025
4.017,84;448,5981;1;80.11-1/01;2025
4.020,88;500;1;80.11-1/01;2025
4.023,92;533,3333;1;80.11-1/01;2025
4.026,96;571,4286;1;80.11-1/01;2025
4.030,00;1.000,00;1;80.11-1/01;2025
